;Unnamed: 0;name;area;min_salary;max_salary;employer;created_at;days_passed;experience;employment;schedule;description;responsibility;requirement;conditions;key_skills
1034;1034;Программист 1C ERP;Москва;;;ЮРФИДЕС;2019-12-03;1;От 1 года до 3 лет;Полная занятость;Полный день;Обязанности: • Сопровождение, поддержка (база ERP установлена) проектов на базе конфигурации 1С:ERP УПРАВЛЕНИЕ ПРЕДПРИЯТИЕМ (производство, торговля, транспорт, бухгалтерия).Формирование отчетных форм и форм учета в зависимости от поставленных задач• Поиск и исправление ошибок в имеющихся конфигурациях, обновление типовых конфигураций и поддержка пользователей.• Консультирование пользователей по работе с 1С ERP. Требования: Высшее или среднее специальное образование• Опыт работы: по профилю от 0,6 года• Опыт работы в 1С: ERP УПРАВЛЕНИЕ ПРЕДПРИЯТИЕМ• Знание основных продуктов 1С• Системное мышление, способность к работе в условиях многозадачности, инициативность, аккуратность, ответственность.. Уважаемые соискатели, указывайте обязательно зарплатные ожидания. Условия: - Оформление по ТК РФ- График работы 5/2, с 8-00 до 17-00 или 9-00 до 18-00- Зарплата - по договоренности- Работа в комфортном офисе - 3 минуты пешком от м. Беговая;Сопровождение, поддержка (база ERP установлена) проектов на базе конфигурации 1С:ERP УПРАВЛЕНИЕ ПРЕДПРИЯТИЕМ (производство, торговля, транспорт, бухгалтерия). ;Высшее или среднее специальное образование. Опыт работы: по профилю от 0,6 года. Опыт работы в 1С: ERP УПРАВЛЕНИЕ...;;
1922;1922;Программист 1C ERP;Самара;;;Модерн Стайл;2019-11-11;23;От 3 до 6 лет;Полная занятость;Полный день;"Компания &quot;Модерн Стайл&quot; 15 лет является ведущим поставщиком комплектующих для производства мебели в России. Наши филиалы расположены в 10 городах. Главная ценность компании - сотрудники. Мы предоставляем возможность каждому развиваться и расти вместе с нами. В связи с активным развитием нашей компании,ищем в нашу команду Программиста 1С Обязанности:  Разработка, внедрение и сопровождение программных продуктов на платформе 1С:Предприятие Создание отчётов, обработок, доработка функционала конфигурации под нужды организации (типовые конфигурации, ERP/ УПП) Участие во внедрении системы 1С ERP/УПП  Требования:  Опыт внедрения ERP/УПП на производственном предприятии Знание бухгалтерского и управленческого учета Опыт использования типовых объектов метаданных, управляемых форм Умение разбираться в &quot;чужом коде&quot; Высокий уровень ответственности  Условия:  Достойная заработная плата Работа в дружном коллективе Пятидневная рабочая неделя с 9.00 до 18.00 в комфортном офисе, возможность удаленной работы и гибкого графика рассматривается индивидуально Доставка служебным транспортом Трудоустройство в соответствии с ТК РФ + расширенный соц.пакет (фитнес, компенсация обучения детей, беспроцентный займ) ";Разработка, внедрение и сопровождение программных продуктов на платформе 1С:Предприятие. Создание отчётов, обработок, доработка функционала конфигурации под нужды организации...;Опыт внедрения ERP/УПП на производственном предприятии. Знание бухгалтерского и управленческого учета. Опыт использования типовых объектов метаданных, управляемых форм. ;;1С программирование
