;Unnamed: 0;name;area;min_salary;max_salary;employer;created_at;days_passed;experience;employment;schedule;description;responsibility;requirement;conditions;key_skills
845;845;Front-end разработчик;Москва;90000.0;140000.0;Quantum Art;2019-12-02;2;От 1 года до 3 лет;Полная занятость;Полный день;"Компания Quantum Art работает на рынке разработки программного обеспечения уже более 18 лет и за это время зарекомендовала себя как надежный партнер и работодатель. Мы специализируемся на разработке веб-сайтов и порталов. А также на разработке сложных мобильных приложений под платформы iOS, Android. За годы существования Quantum Art создано более десятка программных продуктов, которые с успехом используют компании различных отраслей бизнеса. Общий штат Quantum Art насчитывает более 150 постоянных сотрудников и включает в себя разработчиков, аналитиков, инженеров по тестированию, верстальщиков, менеджеров.   Задачи:  Разработка высоконагруженных SPA приложений с использованием ReactJS; Участие в проектировании и разработке интерфейсов, UI/UX; Взаимодействие с аналитиками, разработчиками других команд; Поддержка существующих проектов.    Требования:  Знание Javascript(ES6/ES7), HTML, CSS (PostCSS/SCSS); Опыт в работе с ReactJS и его экосистемой (Babel, Redux, Router etc.); Умение настраивать окружение и сборку проектов (Webpack, Gulp, NPM Scripts); Понимание принципов оптимизации кода; Умение разбираться в чужом коде; Технический английский.    Будет плюсом:    Опыт работы с Redux-Saga/Redux-Thunk, Flow/Typescript; Опыт работы с Git; Опыт разработки приложений в среде NodeJS; Опыт написания тестов; Разговорный английский.    Мы предлагаем:  Оформление по ТК РФ; Стабильную заработную плату; Проектные премии; Возможности для профессионального и карьерного роста: использование в работе передовых технологий, участие в корпоративных программах (получение сертификации Microsoft, обучение, корпоративные мероприятия, корпоративная библиотека); Дружный коллектив высококвалифицированных сотрудников, демократичная атмосфера; Известные клиенты и интересные задачи; Комфортные условия труда: современный офис с &quot;чайной&quot; комнатой (холодильник, кофемашина, чай, кофе, печенье, фрукты); Корпоративный футбол и волейбол.   ";Разработка высоконагруженных SPA приложений с использованием ReactJS. Участие в проектировании и разработке интерфейсов, UI/UX. Взаимодействие с аналитиками, разработчиками других...;Знание Javascript(ES6/ES7), HTML, CSS (PostCSS/SCSS). Опыт в работе с ReactJS и его экосистемой (Babel, Redux...;;
1962;1962;Front-end разработчик;Москва;110000.0;140000.0;РусГИС технологии;2019-12-02;2;От 1 года до 3 лет;Полная занятость;Удаленная работа;"Обязанности:   Участие в разработке пользовательского интерфейса для геоинформационных и аналитических систем (Основной фреймворк VueJS)  Адаптивная верстка для современных браузеров  Участие в разработке архитектуры проекта  Требования:   Хорошее знание JS (ES6)  Хорошее знание HTML и CSS  Умение работать с Git  Желательно:  Опыт работы с VueJS или аналогичными фреймворками  Опыт работы с JQuery (Есть задачи по рефакторингу старых модулей системы)  Приветствуется опыт работы с Leaflet или аналогичными библиотеками  Опыт работы с webpack    Плюсами будут:  Уверенные знания ООП, понимание и применение шаблонов проектирования Владение технологиями автоматизации тестирования Знакомство с ГИС-технологиями; Опыт работы с PostgreSQL/PostGIS;  Условия:  Оформление по ТК РФ Полная занятость. ";Участие в разработке пользовательского интерфейса для геоинформационных и аналитических систем (Основной фреймворк VueJS). Адаптивная верстка для современных браузеров. ;Хорошее знание JS (ES6). Хорошее знание HTML и CSS. Умение работать с Git. Опыт работы с VueJS или аналогичными...;;"JavaScript;Git;VueJS"
11;11;Front-end разработчик;Москва;;180000.0;Finch;2019-12-02;2;От 1 года до 3 лет;Полная занятость;Полный день;О компании: Finch — аутсорс-продакшн. Мы запускаем и развиваем высоконагруженные мобильные и веб-приложения для брендов с большой аудиторией. Среди наших клиентов: ТНТ, ФК Спартак, ТВ-3, Столото и другие бренды. Аудитория наших приложений — от 500 тыс. до 5 млн. зарегистрированных пользователей. Нам интересно делать крупные, наполненные функциями, качественные продукты, работать с большой аудиторией, развивать свою экосистему, выстраивать внутренние процессы. Обязанности:   Участие в разработке проектов компании   Программирование JavaScript   Верстка HTML5/CSS3   Требования:   Хорошее знание HTML5/CSS3.   Хорошее знание нативного JavaScript (классы, декораторы, async/await).   Понимание и использование на практике стандартов es6, es7.   Базовые знания Node.js и умение пользоваться npm/yarn   Хорошее знание библиотек и фреймворков экосистемы React: ReactRouter, Redux, NextJs, Styled Components, Redux-saga   Умение собирать проект с помощью webpack.   Опыт работы с системами контроля версий, предпочтительно Git.   Уверенное знание технологий RESTful API/Websocket, языка запросов GraphQL   Желание учится новым технологиям и использованию новых языков программирования.   Понимание методологии БЭМ. Представление о работе изоморфного SPA приложения  Знание технологий CORS, представление о вопросах сетевой безопасности (CSRF)    Условия:   Работа над проектами с крупной аудиторией (несколько млн. пользователей)   Оплата труда в зависимости от твоего уровня   Собственный двухэтажный офис с двориком в пешей доступности от м. Электрозаводская   Возможность самореализации и профессионального роста   Отсутствие бюрократии   Время начала рабочего дня обговариваем индивидуально  ;Участие в разработке проектов компании. Программирование JavaScript. Верстка HTML5/CSS3.;Хорошее знание HTML5/CSS3. Хорошее знание нативного JavaScript (классы, декораторы, async/await). Понимание и использование на практике стандартов...;;"React;JavaScript;CSS3;HTML5;Git;Node.js;SPA"
461;461;Front-end разработчик;Москва;;220000.0;Spice Agency;2019-12-02;2;От 1 года до 3 лет;Полная занятость;Полный день;"Крупнейший банк России ищет в свою активную, большую, дружную команду Frontend разработчика.Задачи:  Участвовать в создании решений для управления инвестиционными продуктами, сделками и котировками со всего мира. Взаимодействовать с различными командами разработки.  Ожидания от Вас:  Опыт работы с React/Redux; Уверенное знание JS: ES6+; HTML/CSS; Понимание принципов CI/CD. Базовые знания о DevOps, Docker.  Условия:  Трудоустройство согласно ТК. &quot;Белая&quot; ЗП. ДМС после испытательного срока. Релокационный пакет на Вас и семью. Оплата риэлтора и жилья первые 3 месяца нахождения в Москве. Профессиональное обучение. Офис м. Технопарк. ";Участвовать в создании решений для управления инвестиционными продуктами, сделками и котировками со всего мира. Взаимодействовать с различными командами разработки.;Опыт работы с React/Redux. Уверенное знание JS: ES6+. HTML/CSS. Понимание принципов CI/CD. Базовые знания о...;;"CSS;HTML;CSS3;JavaScript;React;Redux"
41;41;Front-end разработчик;Москва;;;МаксимаТелеком;2019-11-27;7;От 1 года до 3 лет;Полная занятость;Полный день;"У нас несколько проектов, ключевым из которых является портал wi-fi.ru и сопутствующие ему сервисы. Мы непрерывно совершенствуем наши сервисы, решая задачи, направленные на улучшение пользовательского опыта, внедрение новых форматов контента и рекламного инвентаря. Параллельно мы работаем с нашей редакцией, как с одним из заказчиков, стараясь делать её жизнь лучше и приятнее. В разработке используем Vue.js, TypeScript, nodejs (Server-Side Rendering). Что нужно будет делать:  участвовать в разработке клиентской части портала wi-fi.ru и панели администрирования, которая включает в себя инструменты для полноценной работы редакции.   Что точно потребуется:  уверенные знания HTML5, CSS3, JavaScript (ES6); умение разрабатывать кросс-браузерные клиентские приложения; способность читать чужой код и вносить в него правки; опыт работы с git;  Было бы отлично:  опыт работы с Vue.js или одним из других популярных JavaScript фреймворков (React / Angular); опыт тестирования JavaScript кода и работа с библиотеками для тестирования; понимание стека web-технологий (HTTP, WebSockets, cookies, asset loading / caching); понимание работы web-сервисов (архитектура, компоненты и их взаимодействие); опыт работы с docker и CI сервисами  Условия:  чтим ТК РФ. “Белая” заработная плата (обсуждается индивидуально); хороший пакет ДМС и корпоративная связь; офис: современный, в самом центре – Краснопролетарская улица, около ст. м. Менделеевская, м. Достоевская, м. Новослободская. ";Участвовать в разработке клиентской части портала wi-fi.ru и панели администрирования, которая включает в себя инструменты для полноценной работы редакции.;Уверенные знания HTML5, CSS3, JavaScript (ES6). Умение разрабатывать кросс-браузерные клиентские приложения. Способность читать чужой код и...;;
363;363;Front-end разработчик;Москва;;;Инлайн;2019-11-22;12;От 1 года до 3 лет;Полная занятость;Удаленная работа;Мы - компания Инлайн, специализирующаяся на заказной разработке программного обеспечения, корпоративных информационных систем и портальных решений. С нами работают крупнейшие российские компании: Высшая школа экономики (в прошлом году наш проект стал лучшим IT-проектом в сфере образования по рейтингу Global CIO), торговые сети Пятерочка, Перекресток, Лента, SIMPLE, Ренесанс Страхование, МТС, Мегафон, Ростелеком, Мираторг, Konika Monolta, Coral Travel, и многие другие. Мы объединяем людей со всей России, а основные офисы находятся в Москве и Уфе. Мы большая семья, внутри которой живет много маленьких проектов, которые мы делаем лучше всех. Сейчас мы ищем в SCRUM-команду удаленного front-end разработчика. Тот, кто думает о том, как построить правильный продукт, который хочет работать и приносить пользу людям. Тот, для кого программный код — это лишь инструмент для решения задачи, а не самоцель. Зачем тебе к нам:- Работать в современном стеке технологий: React, Redux, Angular, GULP, SASS, LESS. Легаси-проекты есть, но их немного.- Работать в демократичной команде без строгой иерархий и с гибким графиком работ без сверхурочных. У нас обращаются за помощью к любому участнику команды, и никому не отказывают.- Учиться новому в плотной работе с продактом, дизайнером и фронтами/беками. Ты будешь смотреть на метрики и получать обратную связь от пользователей. Через пару недель работы — как только разберёшься с кодом — сможешь принимать решения, влияющие на продукт. Что нужно, чтобы к нам присоединиться:- Реальный опыт коммерческой веб-разработки с использованием ReactJS и/или Angular.- Реальный опыт коммерческой веб-разработки с использованием TypeScript.- Знание HTML/CSS. Пригодится, чтобы верстать компоненты интерфейса. Этим не придётся заниматься часто, но без продвинутых навыков не обойтись.- Внимательность к деталям и UI/UX.- Умение видеть продукт глазами пользователя, радоваться любой обратной связи и использовать эту информацию, чтобы сделать интерфейс понятнее, удобнее и проще. Будет плюсом если ты:- Работаешь с системами контроля версий исходного кода (Git, TFS).- Использовал или разрабатывал библиотеки UI-компонентов.- Свободно владеешь английским для чтения технической документации.- Имеешь представление о гибких методологиях Agile/Scrum/Kanban.;Учиться новому в плотной работе с продактом, дизайнером и фронтами/беками. Ты будешь смотреть на метрики и получать обратную связь...;Реальный опыт коммерческой веб-разработки с использованием ReactJS и/или Angular. - Реальный опыт коммерческой веб-разработки с использованием TypeScript. - ;;"JavaScript;HTML;jQuery;CSS;AngularJS;Git;CSS3;Bootstrap;Gulp;React;ReactJS;Less;Sass;Webpack"
941;941;Front-end разработчик;Санкт-Петербург;;;АЙФЭЛЛ;2019-11-19;15;От 1 года до 3 лет;Полная занятость;Полный день;"iFellow – ИТ компания нового поколения, предлагающая сервисно-ориентированный подход к разработке ПО, тестированию и сопровождению информационных систем для бизнеса. Компания iFellow объединила в себе лучшие российские практики и передовой зарубежный опыт реализации проектов любой сложности для развития информационных технологий и бизнес-процессов. iFellow работает на ИТ рынке с 2015 года. Начиная с 2018 года, основной специализацией компании стало направление комплексной системной интеграции и разработка программного обеспечения. Сегодня компания предлагает целый ряд инновационных решений для финансовых, страховых и телекоммуникационных компаний, грузовой и пассажирской авиации, нефтегазовой отрасли, сельского хозяйства, а также ритейла и логистики. На текущий момент мы расширяем нашу команду и будем рады принять в наш дружный коллектив Front-end разработчика: Предстоит:  искать эффективные IT-решения для целого спектра задач, начиная от продуктовых (создание новых модулей интернет-банков) и заканчивая R&amp;D (разработка фронтенд-стека компании; разрабатывать электронные продукты банка (мы отвечаем за разработку интернет-банков для веба и мобильных устройств).  Необходим:  отличное знание JavaScript, HTML/CSS; опыт работы с любым современным JavaScript стеком: React, Angular; опыт работы в команде; желание выступать на конференциях и делиться своей экспертизой с рынком.  Мы гарантируем:  конкурентоспособную заработную плату и оформление в соответствии с ТК РФ; полис ДМС после успешного прохождения испытательного срока; уютный офис в удобной транспортной доступности.  iFellow Quality. Clarity. Performance. Reality.";"Искать эффективные IT-решения для целого спектра задач, начиная от продуктовых (создание новых модулей интернет-банков) и заканчивая R&amp;D...";Отличное знание JavaScript, HTML/CSS. Опыт работы с любым современным JavaScript стеком: React, Angular. Опыт работы в команде. ;;"AngularJS;JavaScript;Git;CSS;ReactJS;HTML"
1087;1087;Front-end разработчик;Москва;;;РТ Лабс;2019-11-15;19;От 1 года до 3 лет;Полная занятость;Полный день;"«РТ Лабс» – АО «РТ Лабс» - одна из ведущих IT-компаний России! Разработанные нами решения формируют платформу для принципиально нового уровня жизни миллионов людей. Мы реализуем сложные, масштабные государственные проекты: развиваем электронное правительство (Портал госуслуг), разрабатываем решения в области информатизации здравоохранения (Региональная медицинская информационная система и телемедицина), создаем единую биометрическую систему. Мы ищем профессионалов, способных мыслить глобально и создавать тренды. У тебя есть шанс вписать свое имя в историю цифровизации страны! Сейчас нам требуется Front-End разработчик, способный быстро погрузиться в новые задачи и усилить нашу команду. Что ты будешь делать:  Сопровождать и развивать продукт Техпортал СКУФ; Заниматься разработкой ключевого fronend функционала web-портала; Заниматься оценкой трудозатрат на реализацию функциональности/модулей; Оптимизировать код разрабатываемых/существующих модулей; Документировать свой код, участвовать в разработке технических документов для сопровождения и сдачи системы.  Что ты уже умеешь:   Имеешь высшее образование;   Хорошо знаешь HTML, CSS;   Хорошо (и выше) знаешь JavaScript;   Имеешь опыт работы с REACT;   Опыт работы xhtml;   Опыт работы less/sass;   Опыт работы grunt/webpack;   Опыт применения AJAX в контексте сервисов данных (REST, JSON, JSONP);   Опыт работы с Git или другой системой контроля версий.   Что мы предлагаем:  Опыт работы над социально значимыми проектами; Официальное трудоустройство в соответствии с ТК РФ с первого рабочего дня; Конкурентную заработную плату; Квартальные и годовые бонусы; ДМС + стоматология и международная страховка; Компенсацию фитнеса; Интересную программу внутреннего и внешнего обучения; Гибкий график работы, полный рабочий день с возможностью выбора времени начала и окончания рабочего дня. ";Сопровождать и развивать продукт Техпортал СКУФ. Заниматься разработкой ключевого fronend функционала web-портала. Заниматься оценкой трудозатрат на реализацию функциональности/модулей. ;Имеешь высшее образование. Хорошо знаешь HTML, CSS. Хорошо (и выше) знаешь JavaScript. Имеешь опыт работы с REACT. Опыт работы xhtml. ;;"Git;REST;HTML;CSS;REACT;JavaScript;Ajax;JSON API"
1291;1291;Front-end разработчик;Новосибирск;;;ЭкоНива-АПК Холдинг;2019-11-27;7;От 3 до 6 лет;Полная занятость;Полный день;ЭкоНива в поиске разработчиков, готовых стать неотъемлемыми участниками проекта по созданию мобильного и WEB-приложений в отрасли растениеводства, которые позволят: - автоматизировать большое количество рутинных процессов, происходящих на всех стадиях производственного цикла - визуализировать более 650 000 га земельных ресурсов с многочисленными объемами сельскохозяйственной техники - работать над реализацией различных алгоритмов, помогающих агрономам и руководителям делать свою работу более эффективно и оперативно Необходимо создать не просто инструмент, который положат на полку и забудут, а продукт, приносящий пользу, удобный и интуитивно понятный даже человеку, никогда не бравшему в руки смартфон Основные задачи:  Участие в проектировании WEB-сайтов Проектирование web-приложений и сервисов Верстка сайтов, шаблонов Создание интерактивных элементов на основе дизайн-макетов Привязка к пользовательскому интерфейсу скриптов, которые обеспечивают визуализацию и анимацию сайтов Оптимизация и расширение функционала имеющегося кода Обеспечение необходимого уровня пользовательского интерфейса (User Interface) и опыта взаимодействия (User Experience) Отладка, написание модульных интеграционных тестов  Ожидания от соискателя:  Опыт работы в качестве эксперта по разработке от 3-х лет Знание языков программирования (одного или нескольких) / технологий: Java Script, HTML, Angular, Python, React, Vue, CSS, Node JS, Rest-API, PHP Знание современных методологий и стандартов разработки программного обеспечения Умение пользоваться инструментальными средствами разработки (в том числе совместной), контроля версий и качества кода, средств проектирования и документирования информационных систем (Jira, GitHUB, Confluence) Знание технологий и платформ интеграции информационных систем (шины данных, web-сервисы, прочие технологии интеграции): REST API, OGC Знание нескольких библиотек из: GDAL/OGR, Mapnik, proj4, ArcPy, OpenGL, GLSL, OpenCL, OpenCV, NumPy, PyQt    Мы предлагаем:  Работу в российско-германском Холдинге с численностью сотрудников более 13 000 человек Заработную плату, обсуждаемую с успешным кандидатом по результатам собеседования Официальное трудоустройство в соответствии с ТК РФ Стажировки, мастер-классы, тренинги от ведущих экспертов бизнес-сферы (IT, экономика, финансы, юриспруденция и т.д.) Горизонтальный и вертикальный карьерный рост Работу в команде единомышленников и профессионалов своего дела Систему корпоративных бонусов и льгот (выплаты в День рождения, бракосочетания и т.д) Рассматриваем вариант удаленного сотрудничества ;Участие в проектировании WEB-сайтов. Проектирование web-приложений и сервисов. Верстка сайтов, шаблонов. Создание интерактивных элементов на основе дизайн-макетов. ;Опыт работы в качестве эксперта по разработке от 3-х лет. Знание языков программирования (одного или нескольких) / технологий: Java Script...;;
1357;1357;Front-end разработчик;Краснодар;;;Ростелеком Информационные Технологии;2019-11-13;21;От 1 года до 3 лет;Полная занятость;Полный день;"Мы – Ростелеком ИТ, федеральная компания с подразделениями в 7 субъектах РФ. Мы занимаемся полным циклом разработки программных продуктов, направленных на развитие и повышение эффективности бизнеса ПАО «Ростелеком». Наши ИТ-решения, отвечают современным реалиям как в ИТ-архитектуре, так и в телеком-бизнесе. Ознакомится с нашей компанией можно на сайте https://it.rt.ru/ Вот некоторые наши продукты:  Сайт RT.RU – основной сайт Ростелекома для физических и юридических лиц Система SSO – система единого входа в личные кабинеты услуг для клиентов Единый продуктовый каталог (ЕПК) – ведение информации по всем продуктам и предложениям Ростелекома Личный кабинет юридических лиц, Личный кабинет операторов – кабинеты, предоставляющие возможности клиентам подавать заявки на организацию услуг, просматривать информацию и получать отчеты Модуль учета заявок – система приема и обработки заявок от клиентов    Обязанности:  Разработка ПО    Требования:  Образование Высшее техническое От 2 лет в области разработки frontend-приложений    Знания в области:  JavaScript, ECMAScript 6, TypeScript Vue.js, Angular CSS3, Less, Sass, HTML5 AJAX, REST, JSON Git, Webpack, NPM Разработка приложений с адаптивным дизайном Кросс-браузерная разработка и верстка    Условия:  Работа в одной из ведущих компаний на российском рынке телекоммуникаций Полностью &quot;белая&quot; заработная плата: оклад + квартальная премия Молодой и дружный коллектив Офис в историческом центре города Краснодар с удобной кухней, бесплатным кофе и печеньками Аэрохоккей, велопарковка, кикер, турник и Sony PlayStation ДМС после испытательного срока Программа &quot;Кафетерий льгот&quot; Расположение офиса: г. Краснодар, ул. Комсомольская, 40 График работы с 08:00 до 17:00, Сб-Вс – выходные Командировки - редко ";Сайт RT.RU – основной сайт Ростелекома для физических и юридических лиц. Система SSO – система единого входа в личные кабинеты услуг для...;Образование Высшее техническое. От 2 лет в области разработки frontend-приложений. JavaScript, ECMAScript 6, TypeScript. Vue.js, Angular. CSS3, Less...;;
