;Unnamed: 0;name;area;min_salary;max_salary;employer;created_at;days_passed;experience;employment;schedule;description;responsibility;requirement;conditions;key_skills
919;919;Разработчик С++;Москва;120000.0;120000.0;Черемных Татьяна Николаевна;2019-12-04;0;От 3 до 6 лет;Полная занятость;Удаленная работа;"Приглашаем на постоянную работу разработчика в среде С++. Обязанности: - Проектирование и разработка десктопных приложений. Требования: - Знание С++; - Успешное прохождение тестового задания. Условия:  Полная удаленная занятость (примерно 40 часов/неделя); Стабильная оплата (премии), слаженный коллектив; Возможность работы с иностранными коммерческими проектами. ";Проектирование и разработка десктопных приложений.;Знание С++.;;C++
253;253;Разработчик С++;Москва;;170000.0;АСТ;2019-12-02;2;От 1 года до 3 лет;Полная занятость;Гибкий график;"Компания АО «АСТ» 17 лет на российском рынке, за это время мы реализовали более 300 проектов различного уровня сложности на базе самых разных технологических платформ. Основа стабильности и развития компании – это команда профессионалов, которая растёт благодаря постоянному расширению портфеля услуг и продуктов, открытию новых направлений, запуску и реализации новых интересных проектов. Каждый сотрудник для нас не только специалист в своей области, но и часть большого сплоченного коллектива, объединенного общими целями и ценностями Компании. Приглашаем к себе в команду Разработчика С++ Мы ищем человека, которого мотивируют интересные проекты. Работа в команде профессионалов. НЕОБХОДИМО:  Хорошее знание С/С++, знание ОС Windows/Linux, опыт работы с библиотеками STL и BOOST. Знание основ стека TCP/IP. Опыт разработки клиент-серверных приложений. Опыт разработки многопоточных/многопроцессорных программ Опыт коллективной разработки приложений (SVN/Mercirial/GIT)  Будет преимуществом:  знание языка Python знание языка SQL и опыт работы с СУБД  ЧЕМ ПРЕДСТОИТ ЗАНИМАТЬСЯ: Участвовать в самых разных проектах по разработке информационных систем и специального программного обеспечения. Проекты уникальные и их много! МЫ ПРЕДЛАГАЕМ:  Стабильность и надежность, наша компания работает на рынке более 17 лет; Прозрачную и понятную финансовую мотивацию; Офис в пешей доступности от метро (м. Волгоградский проспект/ МЦК Угрешская -15 мин.), при необходимости, парковка возле офиса; Гибкий график работы (40 часов в неделю); Хороший компьютер или два компьютера, с подбором конфигурации; ДМС; Полное соблюдение ТК РФ.     ";НЕОБХОДИМО:;Хорошее знание С/С++, знание ОС Windows/Linux, опыт работы с библиотеками STL и BOOST. Знание основ стека TCP/IP. ;;"C++;C/C++;Boost;STL"
1472;1472;Разработчик С++;Москва;130000.0;;Кадровый центр «Президент»;2019-11-14;20;От 3 до 6 лет;Полная занятость;Полный день;"Должностные обязанности: • Написание сетевых сервисов под Linux, Windows. • Рефакторинг существующего кода. • Анализ и настройка производительности. Требования: • Опыт разработки на C/C++ от 2х лет. • Библиотеки: Qt, OCI (Oracle call interface), posix, std. • Сетевые протоколы: Http, Radius, Diameter, Netflow. Желательно: • Знание bash, cmd, python, pl/sql. • Опыт работы в команде. • Знание предметной области телеком операторов, биллинговых систем. • Навыки работы в Unix-средах. • Опыт работы с системами контроля версий. Условия: Оформление согласно ТК РФ Отпуск в соответствии с ТК РФ Работа в офисе, метро &quot;Войковская&quot;, график :5/2 c 10-19 Оклад 130000руб. на руки Премии в зависимости от результатов деятельности компании и работы сотрудника Медицинская страховка, оплачиваемый бюллетень Возможности карьерного и профессионального роста.  ";Написание сетевых сервисов под Linux, Windows. Рефакторинг существующего кода. Анализ и настройка производительности.;Опыт разработки на C/C++ от 2х лет. Библиотеки: Qt, OCI (Oracle call interface), posix, std. Сетевые протоколы: Http...;;
1320;1320;Разработчик С++;Санкт-Петербург;;;Alber Blanc;2019-11-20;14;От 1 года до 3 лет;Полная занятость;Полный день;Наша компания более 10 лет успешно работает на международных электронных рынках. Мы команда высоко квалифицированных инженеров, архитекторов и математиков. Работаем в офисах в России и Италии и постоянно нуждаемся в самых передовых технологиях торговых систем и подключений к рыночным данным. Мы ищем талантливых инженеров-программистов для разработки, оптимизации и поддержки наших систем и инструментов. У нас большой выбор направлений для C++ разработчиков. Мы предлагаем широкий спектр технологий. Вы начнёте с изучения того, как разрабатывать подключения к биржам по протоколам REST/Websocket, и дорастёте до разработки FIX, FAST, SBE, MITCH и других высокопроизводительных протоколов, и стандартов. Ваши конкретные обязанности будут зависеть от вашего опыта и личных предпочтений. Мы ищем Вас, если Вы: - Свободно владеете С++ (мы используем С++17) и алгоритмами - Мотивированы, креативны и предпочитаете использовать новейшие технологии - Любите и умеете писать код, который работает 24/7   Вашим преимуществом будет: - опыт обработки текстовых/двоичных протоколов - умение оптимизировать код - участие в open source проектах - такая же сильная любовь к Linux как у нас!   Мы предлагаем: - широкий спектр очень сложных задач разработки С++ - самое современное оборудование и программное обеспечение в производстве (быстрые процессоры и сетевые карты, свежий Linux и GCC, Conan для управления пакетами, новейший Boost) - команду блестящих и талантливых людей - поддержку переселения - оплачиваемые командировки в Италию несколько раз в год - нет жестких сроков, нет чрезмерного управления, приятная дружеская рабочая атмосфера - много возможностей для ваших идей.   Для ознакомления с работой и обмена опытом мы отправляем новых сотрудников в Савону (Италия) на один месяц + оплачиваем командировочные расходы. Если вы из другого города, но заинтересованы в переезде в Санкт-Петербург, мы окажем всестороннюю помощь в обустройстве на новом месте вам и вашей семье. Наш офис в Санкт-Петербурге располагается на 22 этаже бизнес-центра Атлантик-Сити и радует нас прекрасным панорамным видом на Парк 300-летия и Финский залив. Для сотрудников, работающих в офисе, организовано бесплатное питание с учетом предпочтений, чай, кофе, фрукты и разные снеки. Также на этаже есть стол для пинг-понга, который почти всегда свободен. У нас не принят дресс-код и нормированный график. Мы не контролируем ваш творческий процесс, а интересуемся результатом. Вы получите конкурентную заработную плату, а также поддержку и инструменты для развития ваших рабочих навыков, чтобы по праву считать себя лучшим в своём деле.    ;;Вашим преимуществом будет: - опыт обработки текстовых/двоичных протоколов. - умение оптимизировать код. - самое современное оборудование и программное обеспечение в производстве (быстрые...;;"Linux;C++;C/C++;SQL;MS SQL"
