;Unnamed: 0;name;area;min_salary;max_salary;employer;created_at;days_passed;experience;employment;schedule;description;responsibility;requirement;conditions;key_skills
1906;1906;PHP-программист;Тверь;60000.0;80000.0;Эфор;2019-11-05;29;Нет опыта;Полная занятость;Полный день;Эфор — компания по разработке телеметрии для торговых автоматов. Ежедневно несколько тысяч наших устройств передают информацию на сервера. Сотни клиентов смотрят наши отчеты о работе своих автоматов. Наша компанию выставляла свою продукцию на выставках “Vendexpo 2017” и “Vendexpo 2018”, “Vendexpo 2019”. Наш технический директор опытный программист со стажем работы более 15 лет. Мы применяем процесс SCRUM в разработке, используем систему контроля версий git, используем автоматическое тестирование. Мы приглашаем в команду программиста PHP. Обязанности:  Реализация сервера обработки информации. Программирование бизнес логики Разработка front-end  Требования:  Знание языка PHP Знание SQL  Условия:  Рабочий график 5/2 с 9-00 до 18. Офис в центре городе . Остановка общественного транспорта в 5 мин. В шаговой доступности от офиса находятся несколько прекрасных столовых, где можно вкусно пообедать. Чтобы поддержать рабочий настрой в офисе можно выпить чашку вкусного кофе и чая. Если у вас нет опыта работы, то мы проведем обучение. Оформление по ТК. ;Реализация сервера обработки информации. Программирование бизнес логики. Разработка front-end.;Знание языка PHP. Знание SQL.;;
834;834;PHP-программист;Новосибирск;70000.0;100000.0;Амвонет;2019-12-03;1;От 3 до 6 лет;Полная занятость;Удаленная работа;Мы небольшая энергичная распределенная команда, занимающаяся проектами в области электронного/дистанционного образования более 15 лет. Выполняем заказную разработку для крупных международных компаний. Обязанности: Разработка и поддержка интернет сервисов на PHP. Требования: PHP Backend - желательно иметь опыт разработки сложных систем на популярных фреймворках.Frontend - знание основ js, html, Bootstrap (плюсом будет знание ReactJs)DevOps на уровне общего представления о процессе разработки и деплоя.Знание технического английского на уровне чтения/написания документации. Разговорный английский будет плюсом. Условия: Занятость полное время. Работа из дома. Плавающий график с командными митингами с коллегами в Новосибирске(МСК+4). Предпочтение отдается кандидатам из временных зон МСК+2 и больше, т.е. Урал и все что восточнее.;Разработка и поддержка интернет сервисов на PHP.;PHP Backend - желательно иметь опыт разработки сложных систем на популярных фреймворках. Frontend - знание основ js, html, Bootstrap (плюсом будет знание...;;"CSS;MySQL;JavaScript;PHP;Bootstrap;jQuery;ReactJS;PHPUnit;Git;HTML"
1371;1371;PHP-программист;Рязань;80000.0;120000.0;Лаборатория Гемотест;2019-12-02;2;От 1 года до 3 лет;Полная занятость;Полный день;"«Лаборатория Гемотест» - информационно-медицинская компания. Работает с 2003 года, на сегодня компания – один из лидеров лабораторной диагностики в стране.  Сейчас мы ищем программиста для разработки наших собственных продуктов.   Обязанности:   Участие в определении оптимальной архитектуры WEB приложений;   Разработка нового функционала в высоконагруженных системах в соответствии с ТЗ;   Реинжиниринг используемой системы и участие в разработке новой технологической платформы;   Создание веб-приложений для работы с большими объемами медицинской информации от разных производителей оборудования и в разных форматах (DICOM, SVS);   Реализация интеграционных задач для создания единого информационного пространства;   Разработки современного бэкенда для мобильных приложений.     Требования:   Опыт работы по специальности;   Знание full stack разработки;   Знания: PHP(ООП);   Уметь писать сложные sql запросы, работать с транзакциями, оптимизировать запросы;   Уметь выполнять повседневные задачи в командной строке linux. Отредактировать конфиги и просмотреть логи не должно быть проблемой для вас;       Умение искать и применять готовые библиотеки и решения, прежде чем начинать создавать &quot;велосипед&quot;;   Личные качества – нацеленность на результат, многозадачность и умение работать с большими объемами информации, трудолюбие, честность и открытость;   Опыт работы с vue.js приветствуется;     Условия:  Работа в крупной российской компании (клинико-диагностическая лаборатория); Оформление по ТК РФ, белая заработная плата; Место работы: БЦ &quot;Европа&quot;, ул. Вокзальная; График работы обсуждается; Высокий уровень дохода (обсуждается); Коллектив профессионалов, любящих свое дело. Отличные возможности для профессионального и карьерного роста. ";Участие в определении оптимальной архитектуры WEB приложений. Разработка нового функционала в высоконагруженных системах в соответствии с ТЗ. Реинжиниринг используемой системы...;Опыт работы по специальности. Знание full stack разработки. Знания: PHP(ООП). Уметь писать сложные sql запросы, работать с транзакциями, оптимизировать...;;"PHP;Git;ООП;SQL"
1344;1344;PHP-программист;Москва;100000.0;140000.0;Адалт Трейд;2019-12-03;1;От 3 до 6 лет;Полная занятость;Полный день;"Наша компания более 10 лет работает в сфере e-commerce и оптовой торговли. Сегодня мы являемся уникальной компанией предоставляющей сервис &quot;Настоящий Drop Shipping&quot; своим клиентам. Мы растём в полтора раза каждый год. Такой рост требует непрерывного развития IT-систем. Мы ищем ещё одно программиста в нашу команду. Мы ищем человека, который будет принимать активное участие в развитие новых проектов, и поддержке существующих.Требования:  Опыт веб-разработки от 3-х лет;  Отличное знание PHP, MySQL;  Работа в системе контроля версий; Базовые навыки работы в Unix-системах; Опыт системного администрирования приветствуется.  Обязанности:  Поддержка и развитие существующих проектов; Реализация новых процессов в рамках существующей системы.  Условия:  График: 5 дней в неделю с 9:00 до 18.00; Оплачиваемый отпуск; Оплачиваемые обеды; Возмещение 50% стоимости билетов в театр/музей; Возможность обучения иностранными языкам за счёт компании; Возможность обучения (конференции/курсы/литература) за счёт компании; Офис в районе метро Автозаводская. ";Поддержка и развитие существующих проектов. Реализация новых процессов в рамках существующей системы.;Опыт веб-разработки от 3-х лет. Отличное знание PHP, MySQL. Работа в системе контроля версий. Базовые навыки работы в...;;"PHP;MySQL;JavaScript;jQuery;Git"
1151;1151;PHP-программист;Москва;120000.0;180000.0;Лаборатория Гемотест;2019-12-02;2;От 1 года до 3 лет;Полная занятость;Полный день;"«Лаборатория Гемотест» - информационно-медицинская компания. Работает с 2003 года, на сегодня компания – один из лидеров лабораторной диагностики в стране.  Сейчас мы ищем программиста для разработки наших собственных продуктов.   Обязанности:   Участие в определении оптимальной архитектуры WEB приложений;   Разработка нового функционала в высоконагруженных системах в соответствии с ТЗ;   Реинжиниринг используемой системы и участие в разработке новой технологической платформы;   Создание веб-приложений для работы с большими объемами медицинской информации от разных производителей оборудования и в разных форматах (DICOM, SVS);   Реализация интеграционных задач для создания единого информационного пространства;   Разработки современного бэкенда для мобильных приложений.     Требования:   Опыт работы по специальности;   Знание full stack разработки;   Знания: PHP(ООП);   Уметь писать сложные sql запросы, работать с транзакциями, оптимизировать запросы;   Уметь выполнять повседневные задачи в командной строке linux. Отредактировать конфиги и просмотреть логи не должно быть проблемой для вас;   Умение искать и применять готовые библиотеки и решения, прежде чем начинать создавать &quot;велосипед&quot;;   Личные качества – нацеленность на результат, многозадачность и умение работать с большими объемами информации, трудолюбие, честность и открытость;   Опыт работы с vue.js приветствуется;     Условия:  Работа в крупной российской компании (клинико-диагностическая лаборатория); Работаем с полным циклом разработки (анализ, разработка, тестирование); Оформление по ТК РФ, белая заработная плата; Место работы: м. Лермонтовский пр-т; График работы 5/2 (время обсуждается); Уровень дохода зависит от уровня Ваших знаний; Большой коллектив профессионалов, любящих свое дело. Отличные возможности для профессионального и карьерного роста. ";Участие в определении оптимальной архитектуры WEB приложений. Разработка нового функционала в высоконагруженных системах в соответствии с ТЗ. Реинжиниринг используемой системы...;Опыт работы по специальности. Знание full stack разработки. Знания: PHP(ООП). Уметь писать сложные sql запросы, работать с транзакциями, оптимизировать...;;"PHP;Git;ООП;SQL"
1285;1285;PHP-программист;Ростов-на-Дону;30000.0;;Пять комнат;2019-11-11;23;Нет опыта;Полная занятость;Полный день;пятькомнат - it-компания специализирующаяся на продуктах для управления вычислительными сетями мы ищем в команду начинающих php-разработчиков, которые хотели бы работать и развиваться в сильной и плодотворной команде, которая сосредоточена на поддержании и совершенствовании большого международного проекта. отзывчивые старшие коллеги всегда могут помочь вам преодолеть трудности, которые могут у вас возникнуть.   требования: • знание php, опыт в разработке • html, css • javascript • знание posgresql • linux • опыт работы с api, либо желание оперативно изучить текущие методы работы с api • стремление развиваться в программировании и создавать качественные, конкурентные продукты • bнициативность, желание и умение работать в команде   основные направления работы разработчика в пятькомнат: • разработка нового функционала • задачи по оптимизации системы • устранение багов   бонусы: • работа над интересным международным проектом • возможность карьерного и профессионального роста Зарплата от 30000 руб. тип занятости: полная занятость опыт: нет опыта    ;Основные направления работы разработчика в пятькомнат: Разработка нового функционала. Задачи по оптимизации системы. Устранение багов.;Знание php, опыт в разработке. Html, css. Javascript. Знание posgresql. Linux. Опыт работы с api, либо желание оперативно изучить текущие...;;"JavaScript;Linux;PostgreSQL;HTML;CSS"
1256;1256;PHP-программист;Ижевск;40000.0;;Пиком;2019-11-26;8;От 1 года до 3 лет;Полная занятость;Удаленная работа;"  Компания «Пиком» более 19 лет занимается умными решениями в сфере веб-разработки, поддержки и продвижения сайтов. Сегодня в нашей команде работает более 70 талантливых профессионалов, и когда мы говорим «умная компания», мы имеем в виду именно их.«Пиком» растёт и развивается, интересных проектов много, а рук не хватает.В «Пикоме» тебя ждут:  команда дружных профессионалов, готовых делиться опытом; чёткая постановка задач через ERP-систему, строгое планирование, минимум авралов и обязательная оплата переработок, коль случатся; системно организованное внутрикорпоративное ИТ-обучение и курсы английского языка; собственные образовательные программы и участие в отраслевых конференциях; UIC Club — встречи с известными людьми, мастер-классы и обмен опытом; просторный и уютный офис в центре города, кухня с печеньками, зоны отдыха с играми; окружение из умных людей — например, многократных победителей «60 секунд»; место, где формируют развитие ижевской интернет-отрасли; Полная занятость на одном проекте; Четкое планирование задач;  Чем предстоит заниматься:  Проектирование, разработка и поддержка сайтов  Что мы ждем от php-разработчика:  знание PHP, SQL, особенностей MySQL знание jаvаsсriрt, jQuery, AJAX, протокола HTTP знание HTML, базовые знания CSS знание CMS (1C-Битрикс, ModX, Wordpress, Drupal) опыт интеграции с 1С знание и умение применять на практике ООП навыки работы с системами контроля версий (Git) знакомство с шаблонами проектирования знание UNIX, Apache знание стандартов W3C: DOM, RDF и т.д.  Welcome to Picom!";Проектирование, разработка и поддержка сайтов.;Знание PHP, SQL, особенностей MySQL. Знание jаvаsсriрt, jQuery, AJAX, протокола HTTP. Знание HTML, базовые знания CSS. Знание CMS (1C...;;"PHP;MySQL;JavaScript;jQuery;ООП;1С-Битрикс"
783;783;PHP-программист;Казань;50000.0;;БУЛГАР-МАРКЕТИНГ;2019-11-12;22;От 1 года до 3 лет;Полная занятость;Полный день;"Обязанности:  выполнение работ по техническому заданию проекта web разработка развитие функционала электронно-торговой площадки проработка вопросов безопасности, защита от НСД и уменьшение объема НДВ  Требования:  Опыт разработки и сопровождения продукта на PHP в команде от 1 года; Умение работать в команде Исполнительность, соблюдение сроков работы Высшее образование (профильное/техническое) Быть готовым быть на связи 24/7  Условия:  Официальное оформление и стабильный доход;  График работы 5\2 (с 9.00 до 18.00)   Возможность профессионального и карьерного роста.  Работа в среде профессионалов с перспективами карьерного роста Работа только в офисе, удаленная работа НЕ предусмотрена ";Выполнение работ по техническому заданию проекта. Web разработка. Развитие функционала электронно-торговой площадки. Проработка вопросов безопасности, защита от НСД и...;Опыт разработки и сопровождения продукта на PHP в команде от 1 года. Умение работать в команде. Исполнительность, соблюдение сроков работы. ;;"Работа в команде;phpMyAdmin;PHP;Работа с большим объемом информации;соблюдение сроков;организованность;Аналитический склад ума"
32;32;PHP-программист;Москва;60000.0;;Академия Продвижения;2019-11-05;29;От 3 до 6 лет;Полная занятость;Удаленная работа;"Обязанности:  Доработка проектов компании (CRM и сайты на самописных движках PHP) Возможно, разработка новых сайтов в будущем Вкратце о проектах. В основном проекты, что называется, &quot;олдскульные&quot;, т.е. написаны с нуля, без фреймворков, в основном, процедурным стилем, иногда выборочно с элементами ООП. Данный стиль программирования позволяет быстро и кратчайшим путем решить любую задачу. На каждом проекте обычно 1-2 программиста. Т.е. акцент скорее на самостоятельное ведение проекта, чем на командную работу.  Требования:  Уверенное владение базовым набором веб-технологий (PHP, MySQL, Javascript) Нормальный опыт работы с PHP (от 3 лет в коммерческих проектах) Внимательность. То есть, умение учесть все нюансы, изложенные в ТЗ, в комментариях к задаче, и не забыть их в процессе выполнения. Аккуратность. То есть, умение писать код без грубых ошибок, опечаток; умение красиво и систематично оформлять код.  Условия:  Удаленная работа, полный день (8 рабочих часов). При желании, можно работать в одном из 2 офисов в Москве (метро Бульвар Дмитрия Донского или метро Алма-Атинская) Оформление по ТК РФ Испытательный срок 2 месяца Предоставляется обучение по проектам (введем в курс дела, ответим на любые вопросы и т.п.) ";Доработка проектов компании (CRM и сайты на самописных движках PHP). Возможно, разработка новых сайтов в будущем. Вкратце о проектах. ;Уверенное владение базовым набором веб-технологий (PHP, MySQL, Javascript). Нормальный опыт работы с PHP (от 3 лет в коммерческих проектах). ;;"PHP;MySQL;JavaScript;jQuery;HTML;CSS"
896;896;PHP-программист;Ульяновск;70000.0;;Интермедиа;2019-11-26;8;От 1 года до 3 лет;Полная занятость;Удаленная работа;"Обязанности:  разрабатывать проекты различной сложности; развивать и оптимизировать существующий программный код.  Требования:  уверенно владеете PHP, MySQL/Postgres, HTML/CSS; работали с GIT ; имеете опыт работы с популярными фреймворками и CMS; знание Битрикса является преимуществом;  Условия:  оклад плюс процент от выполнения;  Бонусы при разработке крупных проектов;  ";Разрабатывать проекты различной сложности. Развивать и оптимизировать существующий программный код.;Уверенно владеете PHP, MySQL/Postgres, HTML/CSS. Работали с GIT . Имеете опыт работы с популярными фреймворками и CMS. ;;
