;Unnamed: 0;name;area;min_salary;max_salary;employer;created_at;days_passed;experience;employment;schedule;description;responsibility;requirement;conditions;key_skills
700;700;Инженер-программист;Набережные Челны;43000.0;45000.0;Логикам;2019-11-27;7;От 1 года до 3 лет;Полная занятость;Вахтовый метод;"Обязанности:  доработка типовых и не типовых конфигураций 1 С; разработка отчетов, обработок, печатных форм, документов; анализ, выявление и устранение сбоев в системах 1 С; внесение изменений в конфигурацию 1С в соответствии с ТЗ; консультирование пользователей  Требования:  опыт работы в системах 1С (бухгалтерия, ЗУП, УТ и т.д.); опыт в программировании на языке 1С  Условия:  трудоустройство по ТК РФ; соц. пакет; вахта; дотация на питание ";Доработка типовых и не типовых конфигураций 1 С. Разработка отчетов, обработок, печатных форм, документов. Анализ, выявление и устранение сбоев в...;Опыт работы в системах 1С (бухгалтерия, ЗУП, УТ и т.д.). Опыт в программировании на языке 1С.;;
541;541;Инженер-программист;Стрежевой;;52000.0;Энергонефть Томск;2019-11-28;6;От 1 года до 3 лет;Полная занятость;Полный день;"Обязанности:  Осуществление надлежащего технического состояния и рациональной эксплуатации компьютерной техники. Организация технического обслуживания и ремонта компьютерной техники объектов Общества. Организация работ по обеспечению надёжной и безопасной эксплуатации оборудования в соответствии с требованиями стандартов, правил и норм охраны труда и промышленной безопасности. Осуществление бесперебойного функционирования программного обеспечения Общества. Ведение и подготовка закупочной документации, разработка плана закупок на следующий год.  Требования:  Высшее либо средне-профессиональное образование; При средне-профессиональном образовании - стаж работы от 1 года Опыт работы с закупками и договорами.  Условия:  Пятидневная рабочая неделя; Соц.пакет. ";Осуществление надлежащего технического состояния и рациональной эксплуатации компьютерной техники. Организация технического обслуживания и ремонта компьютерной техники объектов Общества. ;Высшее либо средне-профессиональное образование. При средне-профессиональном образовании - стаж работы от 1 года. Опыт работы с закупками и договорами.;;
615;615;Инженер-программист;Свободный;50000.0;60000.0;Газпром трансгаз Томск;2019-11-28;6;От 3 до 6 лет;Полная занятость;Полный день;"Обязанности:  консультирование пользователей (&quot;горячая линия&quot;) по вопросам эксплуатации используемого программного обеспечения или компьютерной техники; техническое обслуживание персональных электронно-вычислительных машин пользователей, периферийного оборудования и обеспечение их работоспособности; выполнение установленных в Обществе требований по обеспечению защиты конфиденциальной информации; обеспечение пользователей Общества информационными ресурсами специализированных информационных агентств: сбор и обработка информации, размещение в базе данных, обеспечение доступа пользвателей; и т.д.  Требования:  высшее образование; опыт работы не менее 3-х лет  Условия:  соц.пакет; режим работы 5*8*40 ";"Консультирование пользователей (&quot;горячая линия&quot;) по вопросам эксплуатации используемого программного обеспечения или компьютерной техники. Техническое обслуживание персональных электронно-вычислительных машин пользователей...";Высшее образование. Опыт работы не менее 3-х лет.;;"Пользователь ПК;Работа с базами данных;Windows 7;Информационные технологии;MS Access"
843;843;Инженер-программист;Санкт-Петербург;40000.0;90000.0;Глобальные Системы;2019-12-01;3;От 1 года до 3 лет;Полная занятость;Полный день;"Обязанности:  Разработка схемотехники цифровых модулей на основе ПЛИС и микроконтроллеров Создание программного кода для ПЛИС и МК Программирование и отладка работы изделия Проектирование устройств в соответствии с ТЗ Работа в ПО Altium Designer Отслеживание новинок на рынке электронных компонентов и в области схемотехнических решений  Требования:  Навыки работы с измерительными устройствами (мультиметр, осциллограф) Навыки работы в пакете проектирования печатных плат Altium Designer Навыки работы с паяльником Знание современной элементной базы электронных компонентов Базовый уровень английского языка высокий уровень развития логического мышления Внимательность Аккуратность Ответственность  Условия:  Официальное оформление согласно ТК РФ; Стабильная заработная плата; График работы: 5/2 с 09:00 до 18:00. ";Разработка схемотехники цифровых модулей на основе ПЛИС и микроконтроллеров. Создание программного кода для ПЛИС и МК. Программирование и отладка работы...;Навыки работы с измерительными устройствами (мультиметр, осциллограф). Навыки работы в пакете проектирования печатных плат Altium Designer. Навыки работы с паяльником. ;;
1178;1178;Инженер-программист;Москва;80000.0;150000.0;Инжиниринговая Компания Видеоаналитика;2019-12-02;2;От 1 года до 3 лет;Полная занятость;Гибкий график;Обязанности:  Разработка программных модулей для системы фотовидеофиксации, тестирование, документирование, внедрение, эксплуатационная поддержка.  Требования:  Высшее образование. Ответственное отношение к работе.  Условия:  Возможен свободный рабочий график. Возможна сдельно-премиальная система оплаты труда. ;Разработка программных модулей для системы фотовидеофиксации, тестирование, документирование, внедрение, эксплуатационная поддержка.;Высшее образование. Ответственное отношение к работе.;;"MS Visual Studio;C#;C++"
1622;1622;Инженер-программист;Муром;20000.0;;ГБУЗ ВО ДБоМ;2019-11-20;14;Нет опыта;Полная занятость;Полный день;Обязанности:  знание SQL, XML, WEB разработка отчетов внедрение ПО тех.поддержка сотрудников по разным адресам  Требования:  высшее образование по профилю работы  Условия:  постоянная работа дружный коллектив ;Знание SQL, XML, WEB. Разработка отчетов. Внедрение ПО. Тех.поддержка сотрудников по разным адресам.;Высшее образование по профилю работы.;;
1507;1507;Инженер-программист;Ангарск;28000.0;;Тензор;2019-11-08;26;Нет опыта;Полная занятость;Полный день;Тензор– это федеральный IT-холдинг. Наш основной продукт СБИС– сеть деловых коммуникаций. Это социальная сеть для бизнеса. СБИС позволяет решать в одной программе все задачи современной компании: сдавать отчетность, обмениваться документами, проверять партнеров и искать торги, общаться через видеозвонки и вебинары и многое другое. Мы одни из лидеров на этом рынке и знаем, что СБИС удобнее, чем другие программы.  На рынке с 1996 года Нас уже выбрали более 1 млн клиентов Более 80 филиалов во всех крупных городах России Более 800 партнеров  Мы ждем от Вас:  Высшее техническое образование Готовность к изучению нового Опыт внедрения и сопровождения прикладных программных продуктов безусловно приветствуется Но если опыта пока нет, а желание работать и развиваться в этой сфере есть – смело присылайте резюме.  Всему остальному мы научим.   В Ваши обязанности будет входить:  Установка и настройка СБИС на рабочем месте клиента и в офисе Обучение пользователей работе в системе Техническая поддержка клиентов Работа с контрольно-кассовой техникой  Мы предлагаем:  Понятную систему мотивации. Верхней планки естественно нет! Стабильную, полностью официальную заработную плату Корпоративное обучение Дружный молодой коллектив  На все Ваши вопросы мы с удовольствием ответим на собеседовании.;Установка и настройка СБИС на рабочем месте клиента и в офисе. Обучение пользователей работе в системе. Техническая поддержка клиентов. ;Высшее техническое образование. Готовность к изучению нового. Опыт внедрения и сопровождения прикладных программных продуктов безусловно приветствуется. Но если опыта пока...;;
1125;1125;Инженер-программист;Киров;50000.0;;Агропромтехника;2019-11-29;5;От 1 года до 3 лет;Полная занятость;Полный день;Торгово-производственная компания, лидер по продажам зерносушильного оборудования в России приглашает на работу инженера-программиста Обязанности: - разработка программного обеспечения для ПЛК (программируемого логического контроллера) - программирование ПЛК - проверка работы щитов и станций управления на базе ПЛК Требования: - высшее образование - опыт работы от 3-х лет - ответственность Условия: - заработная плата от 50 000 руб. - оформление по ТК РФ - график работы 5/2, 8.00-17.00 - современный, уютный офис - дружный коллектив;разработка программного обеспечения для ПЛК (программируемого логического контроллера). - программирование ПЛК. - проверка работы щитов и станций управления на базе ПЛК.;высшее образование. - опыт работы от 3-х лет. - ответственность.;;
743;743;Инженер-программист;Набережные Челны;;;ТАТПРОМ-ХОЛДИНГ;2019-11-14;20;От 1 года до 3 лет;Полная занятость;Полный день;"Обязанности:  Написание управляющих программ ЧПУ; Разработка 3D моделей деталей; Техническое сопровождение деталей; Редактирование программ ЧПУ согласно КД; Контроль актуальности программ в производстве.  Требования:  Высшее образование (приоритет техническое); Аналогичный опыт работы от 1 года; Знание программ Siemens NX, Компас 3D, Solid Edge, Cimco. Уверенный пользователь ПК.  Условия:  Работа в стабильной и перспективной Компании; График работы: пятидневная рабочая неделя с 8.00 до 17.00 ч., суббота, воскресенье-выходной; Оформление в соответствии с ТК РФ; Заработная плата обсуждается индивидуально по результатам собеседования; Место работы: 6-я площадка КИП-Мастера, остановка колледж , (р-он з-да Двигателей). ";Написание управляющих программ ЧПУ. Разработка 3D моделей деталей. Техническое сопровождение деталей. Редактирование программ ЧПУ согласно КД. Контроль актуальности программ...;Высшее образование (приоритет техническое). Аналогичный опыт работы от 1 года. Знание программ Siemens NX, Компас 3D, Solid Edge, Cimco. ;;"Компас-3D;Siemens NX;Solid Edge;Cimco;Программирование станков ЧПУ;Проектирование технологической оснастки;производство"
1480;1480;Инженер-программист;Щигры;;;Щигры Главпродукт;2019-11-19;15;От 3 до 6 лет;Полная занятость;Полный день;Обязанности:  Сопровождение программного обеспечения на платформе 1С:1.1 Комплексная автоматизация, 1С:ЗУП 3.1, 1С:Предприятие 8.3  Администрирование локальной сети Сервер Windows 2008. Закупка офисной техники и ввод ее в эксплуатацию  Требования:  Высшее профильное образование, опыт работы от 3-х лет Знание типовых конфигураций 1С Опыт написания механизмов обмена данными между различными конфигурациями, написание внешних отчетов и обработок Опыт работы с хранилищем конфигурации  Условия:  Оплата по результатам собеседования Оформление по Трудовому кодексу РФ. Основное место работы г. Щигры Курской области. Полный рабочий день на территории работодателя. ;Сопровождение программного обеспечения на платформе 1С:1.1 Комплексная автоматизация, 1С:ЗУП 3.1, 1С:Предприятие 8...;Высшее профильное образование, опыт работы от 3-х лет. Знание типовых конфигураций 1С. Опыт написания механизмов обмена данными между...;;
1568;1568;Инженер-программист;Ярославль;;;КРИСТА, НПО;2019-12-03;1;Нет опыта;Полная занятость;Полный день;"Требования:  высшее техническое образование (можно неоконченное); желание развиваться в области программирования;  Обязанности:  участие в крупных проектах по разработке программных продуктов;  Условия:  Гибкий график работы; Трудоустройство согласно ТК РФ; Перспективы карьерного роста; Профессиональный и дружный коллектив. ";Участие в крупных проектах по разработке программных продуктов.;Высшее техническое образование (можно неоконченное). Желание развиваться в области программирования.;;
