;Unnamed: 0;name;area;min_salary;max_salary;employer;created_at;days_passed;experience;employment;schedule;description;responsibility;requirement;conditions;key_skills
483;483;Frontend-разработчик;Санкт-Петербург;120000.0;;Милтайм;2019-12-03;1;От 3 до 6 лет;Полная занятость;Полный день;"Мы IT-компания, занимающаяся разработкой сервисов для ресторанного бизнеса. Наши продукты позволяют сделать работу любого заведения автоматизированной, простой и понятной, как для сотрудников, так и для собственников бизнеса. Задачи:  разработка и адаптивная верстка single page application (SPA) на Vue.js; отладка и документирование кода.  Что мы ждём от вас:  Опыт работы по фронтенду от 3 лет; Опыт разработки Vue.js; JS, HTML, CSS; Опыт разработки one SPA; MV* (MVC, MVVM, MVP); Работа с API.  Условия:  Белая зарплата; Комфортный офис в центре города; График работы с 10:00 до 19:00 (возможно с 9:00 до 18:00); Размер заработной платы обсуждается с каждым кандидатом индивидуально; Молодой и дружный коллектив, нацеленный на результат; Рассматриваем кандидатов на удалённое сотрудничество. ";Разработка и адаптивная верстка single page application (SPA) на Vue.js. Отладка и документирование кода.;Опыт работы по фронтенду от 3 лет. Опыт разработки Vue.js. JS, HTML, CSS. Опыт разработки one SPA. MV* (MVC, MVVM...;;MVC
616;616;Frontend-разработчик;Москва;130000.0;;Новолабсистем;2019-12-01;3;От 3 до 6 лет;Полная занятость;Полный день;Обязанности:  Разработка пользовательских интерфейсов медицинских ERP-систем на React, JavaScript, HTML, CSS Поддержка существующих и разработка новых решений  Требования:  Хорошие знания JavaScript, HTML, CSS Владение библиотекой React Умение работать в команде  Плюсом будет:  Опыт модульного тестирования Знание паттернов проектирования и умение применять их на практике  Условия:  Работа в молодом дружном коллективе Оформление по ТК РФ Местонахождение офиса – Кутузовский проспект, 7 мин от метро «Парк Победы» ;Разработка пользовательских интерфейсов медицинских ERP-систем на React, JavaScript, HTML, CSS. Поддержка существующих и разработка новых решений.;Хорошие знания JavaScript, HTML, CSS. Владение библиотекой React. Умение работать в команде. Опыт модульного тестирования. Знание паттернов проектирования и умение...;;"React;JavaScript;HTML;CSS"
284;284;Frontend-разработчик;Москва;150000.0;;Onlife Management OÜ;2019-11-15;19;От 3 до 6 лет;Полная занятость;Полный день;Компания Onlife занимается разработкой новой социальной сети для путешественников со своей платежной системой. Мы первые в мире, кто позволяет пользователям монетизировать созданный контент и получать вознаграждение за свои посты. Обязанности:  Участие в разработке бизнес-панели для пользователей Возможно участие в написании backend-функций на node.js (firestore)  Требования:  Отличное знание HTML/CSS, JavaScript (ES5), TypeScript, ES2015+ Опыт разработки на Angular 4+ от 2 лет  Опыт работы с Firebase API (cloud firestore)  Препроцессоры/постпроцессоры/линтеры/оптимизаторы, Webpack, npm, Node.js, и прочее для сборки проекта  Желательно:  Опыт написания Firestore Functions Опыт работы с другими фреймворками (Vue, React) Опыт написания тестов (Jasmine, Protractor) Знание других скриптовых языков (Python, Lua) Опыт работы с Docker Опыт настройки CI/CD  Условия:  Современный и светлый офис на Цветном бульваре (2 минуты пешком от метро) Плюшки и печеньки, бараночки и кофеек Дружный коллектив Обучение и карьерный рост внутри компании ;Участие в разработке бизнес-панели для пользователей. Возможно участие в написании backend-функций на node.js (firestore).;Отличное знание HTML/CSS, JavaScript (ES5), TypeScript, ES2015+. Опыт разработки на Angular 4+ от 2 лет. ;;"Node.js;AngularJS;Firestore;HTML5;CSS3"
36;36;Frontend-разработчик;Москва;;;Waves;2019-12-03;1;От 1 года до 3 лет;Полная занятость;Полный день;"Обязанности: — разрабатывать клиентские приложения Waves— участвовать в принятии архитектурных решений Требования: — знание чистого JavaScript— понимание ООП в JavaScript— умение пользоваться git— навыки написания тестов— опыт сборки (Gulp/Webpack) Плюсом будет:— знание TypeScript— владение Angular.js или React— знакомство с функциональным программированием Условия:  З/П по результатам собеседования, в зависимости от опыта и знаний Возможность участвовать в специализированных конференциях как в качестве слушателя, так и докладчика; Performance review с внушительными премиями по результатам работы, по итогу года; ДМС со стоматологией и массажем; 80% -компенсация клубной карты в фитнес-центр премиум-класса, расположенный в центре Москвы; Корпоративные программы изучения английского языка с их носителями (обучение в офисе); Собственная кухня в офисе, у нас всегда есть чем подкрепиться: закуски, фрукты, сладости; Бариста предложит и приготовит более 50 видов горячих напитков на выбор (кофе, чай, какао, и т.д.); Просторный офис в центре столицы в километре от Кремля. В шаговой доступности от м. Кропоткинская, м. Полянка, м. Октябрьская, м. Третьяковская. ";участвовать в принятии архитектурных решений. Возможность участвовать в специализированных конференциях как в качестве слушателя, так и докладчика. Бариста предложит и...;знание чистого JavaScript. — понимание ООП в JavaScript. — умение пользоваться git. — навыки написания тестов. — опыт сборки (Gulp/Webpack). Плюсом будет: — знание...;;
122;122;Frontend-разработчик;Москва;;;Банк Русский Стандарт;2019-11-26;8;От 1 года до 3 лет;Полная занятость;Полный день;"Обязанности:  Верстка страниц текущих сайтов и новых Landing pages; Полноценная разработка фронтенда новых и текущих проектов.  Требования:  Знание JS (es6); СSS/Less, верстка под основные браузеры (flexbox, grid); Опыт коммерческой разработки от 6 мес. (готовы рассматривать кандидатов с хорошими знаниями learn.javascript); Знание одного из JS-фреймворков (Angular/Vie.js/React.js) или желание разобраться в Angular.  Условия:  Достойный уровень оплаты труда, обсуждается индивидуально по итогам собеседования с руководителем; Официальное трудоустройство (согласно ТК РФ); График работы: 5/2, 9:00-18:00 (обсуждаемо); Работа в молодом и дружном коллективе; ДМС; Корпоративные скидки сотрудникам от компаний – партнеров (спорт, красота, здоровье, путешествия, рестораны и проч.); Волейбол и футбол - бесплатно; Офис располагается в шаговой доступности (1 мин.) от ст. м. Преображенская площадь (БЦ &quot;ПРЕО8&quot;). ";Верстка страниц текущих сайтов и новых Landing pages. Полноценная разработка фронтенда новых и текущих проектов.;Знание JS (es6). СSS/Less, верстка под основные браузеры (flexbox, grid). Опыт коммерческой разработки от 6 мес. (;;"HTML;CSS;JavaScript;AngularJS;TypeScript"
128;128;Frontend-разработчик;Москва;;;Банки.ру;2019-11-28;6;От 1 года до 3 лет;Полная занятость;Полный день;"Banki.ru — крупнейший финансовый супермаркет Рунета, предлагающий продукты банковского, страхового, телекоммуникационного и инвестиционного рынков.Мы являемся лидером среди финансовых медиа, главным маркетплейсом отрасли.Ежемесячно на Banki.ru заходит более 9 миллионов уникальных пользователей. И наша команда ежедневно работает над тем, чтобы все эти люди получали оперативную, достоверную и подробную информацию о финансовом рынке. Мы помогаем в выборе самых выгодных предложений и способствуем решению проблем, возникших при взаимодействии с финансовыми организациями. Требования:  Уверенное знание нативного JS, ES2015; Опыт работы с одним из фреимворков – React, Angular; Умение верстать, владение флексбоксами, знание БЭМ, опыт адаптивной вёрстки; Опыт работы с системами контроля версий, git; Опыт работы с CSS препроцессорами (мы используем Stylus); Опыт работы с html шаблонизаторами, например, twig, pug; Опыт сборки статики (gulp, webpack); Владение основами командной строки Linux; Понимание ООП.  Обязанности:  Написание нового функционала с использованием новых технологий; Поддержка уже написанного функционала, исправление дефектов; Рефакторинг текущего функционала; Участие в командной разработке и выборе технических решений.  Условия:  Достойная оплата труда (обсуждается индивидуально на встрече) + полугодовые премии. Официальное оформление по ТК РФ с первого рабочего дня. Участие в конференциях, митапах, обучающих курсах. Возможность карьерного роста внутри команды. Компенсация питания, ДМС, английский, фитнес, отсутствие дресс-кода, гибкое начало рабочего дня. Офис в шаговой доступности от м. Нахимовский пр-т.     ";Написание нового функционала с использованием новых технологий. Поддержка уже написанного функционала, исправление дефектов. Рефакторинг текущего функционала. Участие в командной разработке...;Уверенное знание нативного JS, ES2015. Опыт работы с одним из фреимворков – React, Angular. Умение верстать, владение флексбоксами, знание БЭМ...;;"JavaScript;Git;ReactJS;HTML;CSS"
170;170;Frontend-разработчик;Москва;;;MGCOM;2019-12-04;0;От 1 года до 3 лет;Полная занятость;Полный день;В наше рекламное агентство требуется front-end разработчик, для участия в разработке крупного внутреннего проекта. Что мы ждем от кандидата:• Опыт разработки frontend web-приложений с использованием: react.js, vue.js, ajax• Уверенное знание HTML, CSS, XML, JSON, протоколов HTTP/HTTPS• Опыт работы с системой контроля версий – git• Знание SQL (MySQL), умение писать запросы• Умение читать и поддерживать чужой код• Английский язык (технический) на уровне, достаточном для чтения и понимания документации. Дополнительным плюсом будет:• Опыт разработки на perl/python/django• Опыт администрирования Linux, nginx, apache, uwsgi Обязанности:• Участие в разработке нового ПО в рамках проекта• Сопровождение текущего кода. Условия:• Заработная плата по результатам собеседования• График 5/2, полная занятость с гибким графиком• Часы работы обсуждаются индивидуально• Комфортабельный офис в центре Москвы в 2-х минутах от метро Цветной бульвар• Оформление по ТК РФ.;Участие в разработке нового ПО в рамках проекта. Сопровождение текущего кода.;Опыт разработки frontend web-приложений с использованием: react.js, vue.js, ajax. Уверенное знание HTML, CSS, XML, JSON, протоколов HTTP/HTTPS. ;;
185;185;Frontend-разработчик;Москва;;;Альфа-Банк;2019-11-07;27;От 1 года до 3 лет;Полная занятость;Полный день;"Присоединяйся к фронтенд-коммьюнити Альфа-Банка  и развивай продукт, у которого уже есть миллионы активных пользователей!Что предстоит делать:  Искать эффективные IT-решения для целого спектра задач, начиная от продуктовых (создание новых модулей интернет-банков) и заканчивая R&amp;D (разработка фронтенд-стека компании Разрабатывать электронные продукты банка (мы отвечаем за разработку интернет-банков для веба и мобильных устройств)  Ты наш идеальный кандидат, если у тебя есть:  Отличное знание JavaScript, HTML/CSS Опыт работы с любым современным JavaScript стеком: React, Angular Опыт работы в команде Желание выступать на конференциях и делиться своей экспертизой с рынком  Что мы предлагаем:  Конкурентоспособный и прозрачный доход: размер заработной платы обсуждается по итогам собеседования + премии по итогам года Гибкий график работы: ты сможешь планировать время так, как удобно тебе Использование свежих DevOps-практик и современного стека в работе (React / Redux) Передовую инфраструктуру (mesos marathon, docker) Возможность предлагать собственные идеи и реализовывать их Среду для твоего неизбежного развития: у нас регулярно проходят тренинги, вебинары, митапы и демо-дни, у тебя будет доступ к бесплатным корпоративным библиотекам Альпины, МИФа и бизнес - изданий, оплата посещения профильных конференций и курсов, скидки на курсы иностранных языков Чувство локтя: у нас дружелюбная атмосфера и команда лучших профессионалов в своей области, которые готовы поддерживать тебя на всех уровнях Заботу о твоем здоровье: программа ДМС, куда входит стоматология и обслуживание в лучших клиниках города, скидки на абонементы в фитнес-клубы, неформальные спортивные сообщества Возможности для разнообразного досуга: скидки на услуги туристических агентств, продукты питания, в рестораны, бары и магазины ";"Искать эффективные IT-решения для целого спектра задач, начиная от продуктовых (создание новых модулей интернет-банков) и заканчивая R&amp;D...";Отличное знание JavaScript, HTML/CSS. Опыт работы с любым современным JavaScript стеком: React, Angular. Опыт работы в команде. ;;"JavaScript;HTML;CSS;React;AngularJS"
262;262;Frontend-разработчик;Москва;;;МИР ИНСТРУМЕНТА;2019-11-14;20;От 1 года до 3 лет;Полная занятость;Полный день;"Обязанности:   Вслед за требованиями продуктовой команды расширять и дорабатывать возможности интернет-магазина;   Применять эффективные решения при реализации типичных и нетипичных задач;  Интегрировать продукт со сторонними сервисами.  Требования:   Уверенные знания HTML5, CSS3, JavaScript (jQuery);   Понимание и использование основных практик веб-разработки;   Понимание механизмов клиент-серверного взаимодействия;   Адаптивную и кроссбраузерную верстку;   Применение принципов usability, UX;   Опыт работы с 1С Bitrix;   Владение GIT;   Следование DRY, KISS, SOLID.   Опыт командной разработки;   Знание препроцессоров LESS/SASS;   Использование Node.js и системы сборки статики;   Условия:  График работы с 09.00 до 18.00, либо с 10.00 до 19.00, 5-дневная рабочая неделя Оформление по ТК РФ Размер заработной платы обсуждается с успешным кандидатом по итогам собеседования Современный офис в шаговой доступности от м. Калужская ";Вслед за требованиями продуктовой команды расширять и дорабатывать возможности интернет-магазина. Применять эффективные решения при реализации типичных и нетипичных задач. ;Уверенные знания HTML5, CSS3, JavaScript (jQuery). Понимание и использование основных практик веб-разработки. Понимание механизмов клиент-серверного взаимодействия. ;;"JavaScript;Less;jQuery;CSS3;HTML5"
267;267;Frontend-разработчик;Санкт-Петербург;;;АТОЛ, группа компаний;2019-12-03;1;От 3 до 6 лет;Полная занятость;Полный день;"АТОЛ SIGMA - комплексное решение: онлайн-касса и сервис для удаленного управления бизнесом и товароучета. Мы разрабатываем линейку уникальных смарт-терминалов специально для небольших предприятий розничной торговли, общепита и сферы услуг. И хотим изменить микро-бизнес в России. Поэтому наша цель - создать качественное решение и показать предпринимателям, что их бизнес может больше! Над проектом АТОЛ SIGMA работает сильная, сплоченная команда. У нас нет бюрократии, и решения принимаются командно и очень быстро. Нам важно, чтобы всем нашим сотрудникам было комфортно, и чтобы каждый видел и осознавал свой вклад в общее дело. Совсем недавно наш продукт Sigma был стартапом, сейчас мы - часть большой компании АТОЛ. Фронтенд — наше большое направление. Наши фронты занимаются созданием и поддержкой классных интерфейсов сервиса для удаленного управления бизнесом, и всегда работают бок о бок с владельцем продукта и дизайнером. Мы используем все самые классные и современные технологии: ES6, TypeScript, React/Redux, PostCSS, styled-components, webpack, CSS4, Jest и всегда открыты к внедрению новых.Сейчас мы ищем сильного фронтенд-разработчика, готового работать над интересными задачами в команде опытных профессионалов.От вас требуется:• иметь опыт работы фронтенд-разработчиком от 3-х лет;• опыт проектирования SPA для облачного сервиса• любить современные и новые технологии (у нас уже давно ES6, TypeScript, React/Redux, PostCSS, styled-components, webpack, CSS4, Jest);Условия:  Интересный проект с серьёзными задачами - есть, где прокачаться; Плавающий график (начало до 11:00, 8-часовой рабочий день + обед); Достойный уровень дохода Все, что необходимо для комфортной работы (оборудование и другие ресурсы) Удобное местоположение Компенсация обучения и конференций; Право отсутствовать на рабочем месте по недомоганию без оформления больничного листа 3 дня в течение года с сохранением оплаты труда Оплачиваемые 2 дня в случае свадьбы, рождения ребенка, смерти близкого родственника «Родительский день» (сотрудникам, имеющих детей, 1 сентября устанавливается неполный рабочий день) ДМС (стоматология с чисткой и лечением, платная скорая, госпитализация) Полное соблюдение ТК РФ ";;Иметь опыт работы фронтенд-разработчиком от 3-х лет. Опыт проектирования SPA для облачного сервиса.;;"JavaScript;HTML5;CSS3"
369;369;Frontend-разработчик;Москва;;;MASTERDATA;2019-12-02;2;От 1 года до 3 лет;Полная занятость;Полный день;MASTERDATA — системный интегратор продуктов SAP и Pega, признанный лидер по внедрению современных бизнес-решений и информационных технологий для повышения эффективности бизнеса. Наши офисы расположены в Москве, Киеве, Минске, Нью-Йорке и Париже. В компании работает более 650 сотрудников 70% из которых – разработчики и бизнес-аналитики. Одно из наших направлений - внедрение омниканальных интернет-магазинов на e-commerce платформе Hybris. Мы внедряем Hybris в компаниях, которые занимаются B2B и B2C - продажами в России и по всему миру. В рамках развития практики мы ищем front-end разработчика. Задачи  Разработка плагинов для виджет ориентированного портала Внедрение поддержки нескольких языков интерфейса Оптимизация кроссбраузерного отображения, скорости загрузки и масштабирования портала Создание и интеграция веб-компонентов Написание библиотек Интеграция UX/UI компонентов от команды дизайнеров Взаимодействие с другими участниками проектной команды и представителями заказчика  Пожелания к опыту  Твердые знания HTML5, css3, Умение сверстать адаптивно под любое разрешение Знание подхода BEM Javascript: ES5, ES6, middle-уровень Опыт работы со сборщиками grunt, gulp или webpack Способность написать свой модуль jquery Понимание работы git  Мы предлагаем  Интересные проекты, в том числе международные Добровольное медицинское страхование Корпоративный английский язык Оформление по ТК РФ Конкурентную и официальную ЗП Современный офис в 5 минутах ходьбы от метро Автозаводская Работу в молодой и энергичной команде ;Разработка плагинов для виджет ориентированного портала. Внедрение поддержки нескольких языков интерфейса. Оптимизация кроссбраузерного отображения, скорости загрузки и масштабирования портала. ;Твердые знания HTML5, css3. Умение сверстать адаптивно под любое разрешение. Знание подхода BEM. Javascript: ES5, ES6...;;"jQuery;JavaScript;CSS3;HTML5;Git"
449;449;Frontend-разработчик;Санкт-Петербург;;;Доставка-проект;2019-11-11;23;От 1 года до 3 лет;Полная занятость;Полный день;"  Добро пожаловать в одну из крупнейших краудсорсинговых курьерских служб доставок в России: Пешкарики. -Хорошие рабочие офисные места и честные условия оплаты с самого первого дня! -Молодой коллектив, увлеченный своим делом. Средний возраст наших сотрудников - 25 лет. Мы делаем большой и полезный проект. Наши клиенты - крупнейшие гипермаркеты электроники и логистические компании. Если у вас есть любимый интернет-магазин, он наверняка, обслуживается у нас ;) Обязанности: - Участие в разработке проектов компании- Программирование JavaScript- Верстка HTML5/CSS3- Усовершенствование Web UI дизайна и архитектуры Требования: - Хорошее знание HTML5/CSS3.- Опыт работы с jQuery- Обязателен опыт работы с Vue.js- Умение верстать адаптивно- Опыт работы с Git- Умение работать в команде. Условия: - Комфортный новый офис у м.Пионерская- Честная и конкурентная оплата труда!- Компенсация питания- График работы 5/2, возможен гибкий график - Чай, кофе, печенюшки :)- Молодой профессиональный коллектив с правильной атмосферой- Перспективы высокого карьерного роста, быстрой прокачки скиллов. Если вакансия вас заинтересовала, откликайтесь.Мы позвоним и пригласим Вас на знакомство в удобное для Вас время!  ";Участие в разработке проектов компании. - Программирование JavaScript. - Верстка HTML5/CSS3. - Усовершенствование Web UI дизайна и архитектуры.;Хорошее знание HTML5/CSS3. - Опыт работы с jQuery. - Обязателен опыт работы с Vue.js. - Умение верстать адаптивно. - ;;"jQuery;JavaScript;HTML5;CSS3;Git"
450;450;Frontend-разработчик;Москва;;;Почта Банк;2019-11-28;6;От 1 года до 3 лет;Полная занятость;Полный день;"Привет! Мы - команда разработчиков «Почта Банк». Сейчас мы занимаем лидирующие позиции в рейтингах Интернет-банков, и не останавливаемся на достигнутом. Приглашаем к себе в команду Frontend- разработчика. Ваша будущая главная задача:   Разработка интернет банка: заявки, кредиты, депозиты, графики и прочее.  Наши требования:   Опыт работе разработчиком frontend не менее 2 лет; Знание Java Script, Node.js, jquery, react.js, css3, html5; Знание стандартов проектирования и разработки программного обеспечения; Знание стандартов обмена данными и баз данных.  Готовы Вам предложить:  Работу в молодой и креативной команде профессионалов (у нас всячески поощряется инициатива, да, и мы работаем по Agile); Бесконечные возможности для повышения своего профессионального уровня (участие в инновационных проектах, различное внутренние и внешнее обучение и пр.); Достойный уровень заработной платы (оклад + премия + годовой бонус); Многочисленные скидки и бонусы от партнеров. ";Разработка интернет банка: заявки, кредиты, депозиты, графики и прочее.;Опыт работе разработчиком frontend не менее 2 лет. Знание Java Script, Node.js, jquery, react.js, css3, html5. ;;"JavaScript;Node.js;jQuery;react.js;CSS3;HTML5"
548;548;Frontend-разработчик;Москва;;;МФК «Микро Капитал»;2019-11-22;12;От 1 года до 3 лет;Полная занятость;Полный день;"Обязанности:  Javascript(ES6); Понимание прототипного программирования; Git; Опыт кроссбраузерной верстки; Будет плюсом опыт работы с Canvas, SVG; Знание одного из фреймворков: React, Vue.  Требования:  Верстка и разработка front-части нового продукта компании; Оценка поставленных задач; Согласование API с back-end разработчиками.  Условия:  Возможность роста и развития в международной компании; Пятидневная рабочая неделя, с 09:30 до 18:30; Оформление по ТК РФ; Офис в шаговой доступности от м. Павелецкая (7 минут); Бесплатное корпоративное питание, ДМС после испытательного срока; Настольный футбол и Sony PlayStation :) ";Верстка и разработка front-части нового продукта компании. Оценка поставленных задач. Согласование API с back-end разработчиками.;Javascript(ES6). Понимание прототипного программирования. Git. Опыт кроссбраузерной верстки. Будет плюсом опыт работы с Canvas, SVG. Знание одного из...;;"JavaScript;Git;HTML5"
563;563;Frontend-разработчик;Москва;;;RU-CENTER Group;2019-11-18;16;От 1 года до 3 лет;Полная занятость;Полный день;"Ищем в команду Frontend-разработчика, которому будет интересно участвовать в разработке и развитии нового nic.ru Основные задачи:  разработка и развитие новых проектов; участие в проектировании архитектуры front-end приложений; участие в проведении код ревью и ревью технических решений;  Наши пожелания к опыту разработки с использованием:  ES6+; React, redux, mobx (или подобных фреймворков); git и git-flow;  Так же большим плюсом будет если вы:   работали со статически типизированными языками (С++, C#, Java, OCaml) или применяли статическую типизацию в JavaScript (Flow); обладаете представлением о принципах ООП и ФП; используете паттерны проектирования; имеете опыт работы с ОС семейства Linux.  Мы готовы предложить:  уютный офис – м. Полежаевская; график работы 5/2 с гибким началом рабочего дня; официальное оформление согласно ТК РФ; ДМС, скидки на фитнес и англ.язык; также, ходим на различные профессиональные митапы и конференции, обучаемся чему-то новому. ";Разработка и развитие новых проектов. Участие в проектировании архитектуры front-end приложений. Участие в проведении код ревью и ревью технических...;ES6+. React, redux, mobx (или подобных фреймворков). Git и git-flow. Работали со статически типизированными языками (С++, C#...;;"JavaScript;React;ES6+;Git"
645;645;Frontend-разработчик;Москва;;;Компания ПЭК;2019-11-22;12;От 1 года до 3 лет;Полная занятость;Полный день;"Обязанности:   Разработка UI-части проекта, представляющей из себя среду для работы и сборки системы React-Router-Redux с использованием Webpack. Выполнение происходит в Vagrant на ОС семейства Unix.   Требования:  Владение HTML5 и CSS3; Уверенное знание нативного JavaScript (ES6/ES7 - promises, async/await, events и т.д.); Уверенное знание React+Redux, понимание внутреннего устройства, понимание основных паттернов; Глубокое понимание DOM management, Virtual DOM; Понимание стратегий оптимизации web-приложения; Представление о принципах работы протокола HTTP (stateless, cookie, cache), опыт использования в своей работе EventSource и WebSockets; Опыт работы со сборщиками (Webpack, gulp); Понимание специфики работы с SPA; Опыт работы с системой контроля версий Git (подход Gitflow);  Условия:  Возможность профессионального развития в крупной федеральной компании (в отделе разработки свыше 80 сотрудников); Готовы рассматривать кандидатов как на полный день, так и на удаленную работу, но с возможностью приезжать в офис по запросу команды. Конкурентоспособную белую заработную плату, уровень дохода обсуждается индивидуально с каждым кандидатом по итогам технического собеседования (весь ваш доход отражается в форме 2НДФЛ и перечисляется на банковский счет); Возможность обучения за счет компании, имеется собственный корпоративный университет; Оформление согласно ТК РФ, график работы с 10.00 до 19.00; Хороший офис в шаговой доступности от метро Рязанский проспект, есть парковка; Дружный коллектив и интересные задачи; Дотация на питание; Скидки на туры от ведущих туроператоров; Скидки на фитнес от компаний-партнеров; Корпоративная связь. ";Разработка UI-части проекта, представляющей из себя среду для работы и сборки системы React-Router-Redux с использованием Webpack. ;Владение HTML5 и CSS3. Уверенное знание нативного JavaScript (ES6/ES7 - promises, async/await, events и т...;;
917;917;Frontend-разработчик;Москва;;;Альфа-Банк;2019-11-19;15;От 1 года до 3 лет;Полная занятость;Полный день;"Что предстоит делать:     Искать эффективные IT-решения для целого спектра задач, начиная от продуктовых (создание новых модулей интернет-банков) и заканчивая R&amp;D (разработка фронтенд-стека компании   Разрабатывать электронные продукты банка (мы отвечаем за разработку интернет-банков для веба и мобильных устройств)     Ты наш идеальный кандидат, если у тебя есть:     Отличное знание JavaScript, HTML/CSS   Опыт работы с любым современным JavaScript стеком: React, Angular   Опыт работы в команде   Желание выступать на конференциях и делиться своей экспертизой с рынком     Что мы предлагаем:     Конкурентоспособный и прозрачный доход: размер заработной платы обсуждается по итогам собеседования + премии по итогам года   Гибкий график работы: ты сможешь планировать время так, как удобно тебе   Использование свежих DevOps-практик и современного стека в работе (React / Redux)   Передовую инфраструктуру (mesos marathon, docker)   Возможность предлагать собственные идеи и реализовывать их   Среду для твоего неизбежного развития: у нас регулярно проходят тренинги, вебинары, митапы и демо-дни, у тебя будет доступ к бесплатным корпоративным библиотекам Альпины, МИФа и бизнес - изданий, оплата посещения профильных конференций и курсов, скидки на курсы иностранных языков   Чувство локтя: у нас дружелюбная атмосфера и команда лучших профессионалов в своей области, которые готовы поддерживать тебя на всех уровнях   Заботу о твоем здоровье: программа ДМС, куда входит стоматология и обслуживание в лучших клиниках города, скидки на абонементы в фитнес-клубы, неформальные спортивные сообщества   Возможности для разнообразного досуга: скидки на услуги туристических агентств, продукты питания, в рестораны, бары и магазины   Предложения от банка только для сотрудников: льготное кредитование и страхование, платиновая карта «Близнецы» с бесплатным обслуживанием, которая совмещает в себе две полноценные карты VISA — дебетовую и кредитную, а также льготные условия обслуживания на карты Cash Back и другие   Удобное рабочее место: наш современный офис находится в банковском кластере на метро Технопарк в 3-х минутах ходьбы. Рядом большой выбор кафе и ресторанов, где ты сможешь разнообразно пообедать с коллегами, сменить обстановку и “перезагрузиться” Прогрессивные методы командной работы: наши команды живут по Scrum и активно используют XP-практики + у нас внедрен Continuous Delivery, позволяющий доставлять наши коммиты в бой всего за несколько часов      ";"Искать эффективные IT-решения для целого спектра задач, начиная от продуктовых (создание новых модулей интернет-банков) и заканчивая R&amp;D...";Отличное знание JavaScript, HTML/CSS. Опыт работы с любым современным JavaScript стеком: React, Angular. Опыт работы в команде. ;;
948;948;Frontend-разработчик;Москва;;;Лига Цифровой Экономики;2019-12-03;1;От 1 года до 3 лет;Полная занятость;Полный день;Требования :   Работа в роли разработчика front-end от 1-го года Разработка на Javascript (es6) Работа с VCS (Git) Работа с React o принципы работы o жизненный цикл компоненты o оптимизация o Server side rendering Работа с Redux, redux-observable Работа с RxJs ∙ Верстка (HTML / CSS / SCSS, адаптивная верстка, особенности верстки под мобильные браузеры) Работа с REST API Приветствуется: Опыт работы с MobX Опыт работы с Vue  Обязанности :  Разработка нового функционала и доработка существующего в рамках единой Digital платформы  Условия:   полный пакет гарантий ТК РФ.   дополнительный пакет уже персонально от нашей компании: ДМС со стоматологией, оплата 50% стоимости фитнеса, оплачиваемая мобильная связь и много других приятных составляющих.   возможность расти и развиваться в команде профессионалов.   возможность обучаться у коллег-экспертов и получать новые знания за пределами организации.  ;Разработка нового функционала и доработка существующего в рамках единой Digital платформы.;Работа в роли разработчика front-end от 1-го года. Разработка на Javascript (es6). Работа с VCS (Git). ;;"Git;JavaScript;CSS;HTML;Мобильность"
1030;1030;Frontend-разработчик;Санкт-Петербург;;;Десерт Фентези;2019-11-08;26;От 1 года до 3 лет;Полная занятость;Полный день;"Обязанности:  Написание кода для фронтэнд части проектов (cheese-cake.ru) Частичная верстка  Требования:  Уверенные знания HTML5 и его возможностей Уверенные знания CSS3 с использованием SASS/LESS и отличий при верстке под современные браузеры Умение работы с @media и его применения без написания излишнего кода Умение качественно сверстать страницы с &quot;0&quot; с учетом модульного подхода Уверенное программирование на JS, опыт работы с TypeScript будет преимуществом Понимание процесса раздельной FrontEnd и BackEndразработки, особенностей такого подхода и взаимодействия через API Опыт работы с одной из библиотек / фреймворков React, Vue. Angular будет преимуществом Сильные софт скиллы будут преимуществом  Условия:  График работы 5/2 с 9:30 до 18:00 Заработная плата обсуждается на собеседовании Офис в пешей доступности от ст. м. Фрунзенская / Московские ворота Официальное трудоустройство согласно ТК РФ ";Написание кода для фронтэнд части проектов (cheese-cake.ru). Частичная верстка.;Уверенные знания HTML5 и его возможностей. Уверенные знания CSS3 с использованием SASS/LESS и отличий при верстке под...;;"CSS3;Less;HTML5;Pascal;Opera;Пользователь ПК"
